"","Cluster","time_point","genotype","treatment","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"261","D3.316.infected","D3","316","infected","GO:0042542","response to hydrogen peroxide","41/645","370/26205",9.79440931252597e-16,2.79793626027825e-13,2.55341969094975e-13,"TF108287_c0_g1_i1/TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF174679_c1_g3_i1/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF223596_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF351086_c2_g1_i1/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF90704_c1_g2_i1/TF99547_c0_g4_i2/TF102019_c1_g1_i5/TF118117_c0_g1_i6/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF283990_c0_g3_i1/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF409467_c0_g1_i11/TF75984_c0_g1_i5/TF92658_c0_g1_i4",41
"262","D3.316.infected","D3","316","infected","GO:0005507","copper ion binding","25/645","237/26205",1.1691417932638e-09,2.5048862920677e-07,2.2859798747237e-07,"TF122469_c2_g1_i2/TF150529_c0_g1_i1/TF152526_c0_g3_i1/TF170624_c0_g2_i10/TF180265_c0_g1_i1/TF188744_c0_g2_i3/TF223596_c0_g1_i1/TF265374_c0_g1_i7/TF270169_c2_g1_i4/TF271006_c0_g1_i2/TF277508_c0_g1_i1/TF28565_c0_g1_i2/TF296187_c0_g1_i4/TF304366_c0_g1_i1/TF30903_c0_g1_i1/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF389252_c0_g1_i6/TF79365_c1_g2_i2/TF155888_c0_g1_i4/TF258429_c0_g1_i13/TF265374_c0_g1_i4/TF291843_c0_g1_i7/TF338884_c1_g1_i2/TF52417_c0_g1_i2",25
"263","D3.316.infected","D3","316","infected","GO:0010286","heat acclimation","18/645","127/26205",2.33716720878489e-09,4.0059045958573e-07,3.65582154974142e-07,"TF167263_c0_g2_i9/TF290629_c0_g1_i3/TF298391_c1_g1_i3/TF325029_c1_g1_i4/TF347570_c0_g1_i4/TF351086_c2_g1_i1/TF383304_c1_g2_i3/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF99547_c0_g4_i2/TF102019_c1_g1_i5/TF118117_c0_g1_i6/TF190658_c0_g1_i1/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4",18
"264","D3.316.infected","D3","316","infected","GO:0001510","RNA methylation","22/645","224/26205",4.23974229646803e-08,6.05576524678851e-06,5.52654127416798e-06,"TF114247_c1_g1_i2/TF155948_c0_g2_i2/TF165223_c4_g4_i1/TF167287_c0_g1_i3/TF169325_c0_g1_i2/TF173129_c4_g2_i1/TF216360_c0_g1_i7/TF219500_c1_g1_i4/TF223219_c0_g2_i1/TF247770_c0_g1_i6/TF259247_c1_g1_i1/TF265663_c0_g2_i2/TF319374_c1_g2_i3/TF351677_c1_g1_i4/TF381482_c1_g1_i1/TF46562_c0_g1_i2/TF49905_c3_g1_i1/TF118988_c1_g2_i3/TF121289_c0_g1_i5/TF253983_c1_g1_i5/TF304774_c0_g1_i4/TF310625_c0_g3_i5",22
"265","D3.316.infected","D3","316","infected","GO:0034976","response to endoplasmic reticulum stress","26/645","345/26205",5.27800998118574e-07,6.46179221982311e-05,5.89708483612181e-05,"TF108287_c0_g1_i1/TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF174679_c1_g3_i1/TF188744_c0_g2_i3/TF223596_c0_g1_i1/TF240471_c0_g1_i1/TF247770_c0_g1_i6/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF334122_c1_g2_i1/TF336387_c0_g2_i1/TF351086_c2_g1_i1/TF66461_c4_g3_i2/TF102019_c1_g1_i5/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF226965_c0_g1_i2/TF283990_c0_g3_i1/TF31272_c0_g1_i10/TF339782_c1_g1_i1/TF409467_c0_g1_i11/TF75984_c0_g1_i5",26
"266","D3.316.infected","D3","316","infected","GO:0051087","chaperone binding","4/645","6/26205",5.24425955555348e-06,0.000561791304888667,0.000512695374970558,"TF181145_c1_g1_i3/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF155888_c0_g1_i4",4
"267","D3.316.infected","D3","316","infected","GO:0003735","structural constituent of ribosome","23/645","342/26205",1.53786754440627e-05,0.00146439165061797,0.0013364158894665,"TF16845_c0_g1_i2/TF184380_c1_g1_i1/TF214812_c0_g1_i2/TF216360_c0_g1_i7/TF219500_c1_g1_i4/TF22752_c0_g1_i2/TF233794_c0_g1_i3/TF247120_c0_g3_i9/TF247581_c0_g1_i3/TF258277_c0_g1_i4/TF259247_c1_g1_i1/TF265663_c0_g2_i2/TF308851_c0_g1_i2/TF316403_c0_g1_i3/TF318161_c0_g1_i1/TF321703_c1_g3_i1/TF334458_c0_g1_i4/TF381482_c1_g1_i1/TF92672_c0_g1_i1/TF99092_c0_g2_i2/TF118988_c1_g2_i3/TF121289_c0_g1_i5/TF310625_c0_g3_i5",23
"268","D3.316.infected","D3","316","infected","GO:0006606","protein import into nucleus","14/645","164/26205",5.80011078875056e-05,0.00481563085237106,0.0043947844049766,"TF114247_c1_g1_i2/TF13285_c1_g1_i2/TF13768_c2_g1_i1/TF159910_c1_g1_i4/TF169325_c0_g1_i2/TF173129_c4_g2_i1/TF207699_c3_g1_i2/TF23074_c2_g2_i1/TF258597_c1_g1_i1/TF319374_c1_g2_i3/TF343620_c1_g1_i1/TF49905_c3_g1_i1/TF53626_c0_g1_i1/TF197311_c0_g1_i4",14
"269","D3.316.infected","D3","316","infected","GO:0006412","translation","22/645","349/26205",6.18108977550544e-05,0.00481563085237106,0.0043947844049766,"TF16845_c0_g1_i2/TF184380_c1_g1_i1/TF214812_c0_g1_i2/TF216360_c0_g1_i7/TF219500_c1_g1_i4/TF22752_c0_g1_i2/TF233794_c0_g1_i3/TF247120_c0_g3_i9/TF247581_c0_g1_i3/TF258277_c0_g1_i4/TF259247_c1_g1_i1/TF265663_c0_g2_i2/TF308851_c0_g1_i2/TF318161_c0_g1_i1/TF321703_c1_g3_i1/TF374756_c0_g2_i1/TF381482_c1_g1_i1/TF92672_c0_g1_i1/TF99092_c0_g2_i2/TF118988_c1_g2_i3/TF121289_c0_g1_i5/TF310625_c0_g3_i5",22
"270","D3.316.infected","D3","316","infected","GO:0006626","protein targeting to mitochondrion","13/645","150/26205",9.05985955644278e-05,0.00647024969989289,0.00590480320213771,"TF150529_c0_g1_i1/TF151665_c1_g1_i7/TF188744_c0_g2_i3/TF247770_c0_g1_i6/TF262580_c0_g1_i2/TF319374_c1_g2_i3/TF334366_c0_g1_i2/TF356957_c0_g1_i2/TF377023_c0_g1_i7/TF53626_c0_g1_i1/TF78546_c0_g1_i4/TF288026_c0_g1_i3/TF302992_c0_g1_i2",13
"271","D3.316.infected","D3","316","infected","GO:0010157","response to chlorate","3/645","5/26205",0.000143038719107967,0.00907338707038983,0.00828044782079425,"TF193276_c0_g2_i4/TF380387_c1_g1_i3/TF102884_c0_g1_i1",3
"272","D3.316.infected","D3","316","infected","GO:0009266","response to temperature stimulus","14/645","179/26205",0.000148223359376263,0.00907338707038983,0.00828044782079425,"TF117130_c0_g1_i2/TF181145_c1_g1_i3/TF188621_c1_g2_i4/TF223596_c0_g1_i1/TF240471_c0_g1_i1/TF28565_c0_g1_i2/TF336387_c0_g2_i1/TF348980_c4_g3_i1/TF352356_c0_g1_i7/TF405200_c2_g2_i4/TF114943_c0_g1_i12/TF258429_c0_g1_i13/TF325581_c0_g1_i4/TF374971_c0_g1_i1",14
"273","D3.316.infected","D3","316","infected","GO:0009553","embryo sac development","10/645","103/26205",0.000230157790357676,0.0131496817557686,0.0120005079463687,"TF101844_c1_g1_i1/TF169325_c0_g1_i2/TF173129_c4_g2_i1/TF23074_c2_g2_i1/TF242388_c3_g1_i5/TF279040_c0_g1_i1/TF291010_c5_g4_i2/TF359762_c1_g1_i2/TF50064_c0_g1_i5/TF100623_c0_g1_i2",10
"274","D3.316.infected","D3","316","infected","GO:0030527","structural constituent of chromatin","3/645","6/26205",0.000280833178660379,0.0146960808069998,0.0134117644655173,"TF114943_c0_g1_i3/TF114943_c0_g1_i9/TF114943_c0_g1_i12",3
"275","D3.316.infected","D3","316","infected","GO:0003899","DNA-directed 5'-3' RNA polymerase activity","9/645","87/26205",0.000291520856148188,0.0146960808069998,0.0134117644655173,"TF120196_c0_g3_i2/TF168850_c1_g1_i1/TF258597_c1_g1_i1/TF302992_c0_g1_i5/TF305593_c2_g2_i1/TF47386_c0_g1_i4/TF78546_c0_g1_i4/TF261841_c0_g1_i5/TF302992_c0_g1_i2",9
"276","D3.316.infected","D3","316","infected","GO:0006164","purine nucleotide biosynthetic process","6/645","43/26205",0.000610143321217027,0.0290496014601662,0.0265109057113597,"TF155948_c0_g2_i2/TF167287_c0_g1_i3/TF270169_c2_g1_i4/TF351677_c1_g1_i4/TF353066_c0_g1_i2/TF381681_c0_g1_i1",6
"277","D3.316.infected","D3","316","infected","GO:0051085","chaperone cofactor-dependent protein refolding","3/645","8/26205",0.000757820001060886,0.0341816705741673,0.0311944742818969,"TF359762_c1_g1_i2/TF48192_c0_g1_i3/TF100623_c0_g1_i2",3
"278","D3.316.infected","D3","316","infected","GO:0009220","pyrimidine ribonucleotide biosynthetic process","13/645","189/26205",0.000859092748235124,0.0368121242618751,0.0335950479967735,"TF10351_c0_g1_i4/TF114247_c1_g1_i2/TF15130_c2_g1_i1/TF165223_c4_g4_i1/TF167287_c0_g1_i3/TF169325_c0_g1_i2/TF180687_c2_g1_i1/TF242388_c3_g1_i5/TF270169_c2_g1_i4/TF315031_c0_g3_i2/TF351677_c1_g1_i4/TF399536_c0_g1_i1/TF253983_c1_g1_i5",13
"279","D3.316.infected","D3","316","infected","GO:0006414","translational elongation","5/645","32/26205",0.00103273542441853,0.0421454408917468,0.0384622767089208,"TF184380_c1_g1_i1/TF308966_c0_g1_i6/TF316403_c0_g1_i3/TF334458_c0_g1_i4/TF98144_c1_g1_i1",5
"280","D3.316.infected","D3","316","infected","GO:0010155","regulation of proton transport","9/645","106/26205",0.00123702814992384,0.0480477900207118,0.0438488091695497,"TF178051_c0_g1_i4/TF182991_c0_g1_i1/TF262737_c1_g2_i1/TF272236_c1_g2_i4/TF328839_c1_g1_i2/TF395660_c1_g2_i1/TF59739_c1_g1_i1/TF266616_c0_g1_i7/TF73100_c0_g1_i4",9
"281","D3.316.infected","D3","316","infected","GO:0007030","Golgi organization","17/645","299/26205",0.00128949728176939,0.0480477900207118,0.0438488091695497,"TF117130_c0_g1_i2/TF170624_c0_g2_i10/TF214261_c0_g1_i1/TF223596_c0_g1_i1/TF237412_c1_g1_i5/TF240471_c0_g1_i1/TF244090_c0_g2_i2/TF276712_c1_g1_i5/TF28565_c0_g1_i2/TF317118_c0_g1_i2/TF32659_c0_g1_i1/TF336387_c0_g2_i1/TF352356_c0_g1_i7/TF405200_c2_g2_i4/TF50064_c0_g1_i5/TF114943_c0_g1_i12/TF258429_c0_g1_i13",17
"282","D3.316.infected","D3","316","infected","GO:0009704","de-etiolation","5/645","34/26205",0.00137043367250562,0.048935902389055,0.0446593078364771,"TF101905_c1_g3_i2/TF193276_c0_g2_i4/TF380387_c1_g1_i3/TF387077_c2_g1_i5/TF102884_c0_g1_i1",5
"283","D3.316.uninfected","D3","316","uninfected","GO:0009408","response to heat","48/443","411/26205",3.82891012075692e-26,2.69938163513363e-23,2.36989384316323e-23,"TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF162071_c2_g1_i1/TF167263_c0_g2_i9/TF176495_c0_g1_i2/TF181145_c1_g1_i3/TF188744_c0_g2_i3/TF193276_c0_g2_i4/TF194792_c0_g1_i1/TF221181_c0_g1_i4/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF262422_c1_g3_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF36765_c0_g1_i7/TF368497_c0_g1_i2/TF384175_c1_g1_i12/TF393083_c0_g2_i1/TF413147_c0_g1_i2/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF75984_c0_g3_i5/TF77531_c1_g1_i1/TF90704_c1_g2_i1/TF102884_c0_g1_i1/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF185358_c0_g1_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF314234_c1_g1_i1/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF75984_c0_g1_i5/TF92658_c0_g1_i4",48
"284","D3.316.uninfected","D3","316","uninfected","GO:0009644","response to high light intensity","45/443","391/26205",2.71534035615502e-24,9.57157475544645e-22,8.40326383904817e-22,"TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF154508_c0_g1_i2/TF167263_c0_g2_i9/TF182991_c0_g1_i1/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF221181_c0_g1_i4/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF307359_c0_g1_i1/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF325029_c1_g1_i4/TF335263_c6_g1_i1/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF36559_c1_g1_i2/TF384175_c1_g1_i12/TF393083_c0_g2_i1/TF413147_c0_g1_i2/TF414373_c1_g1_i1/TF59739_c1_g1_i1/TF66461_c4_g3_i2/TF90704_c1_g2_i1/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF243660_c1_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF314234_c1_g1_i1/TF321563_c0_g2_i5/TF325029_c1_g1_i9/TF360050_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF75984_c0_g1_i5/TF92658_c0_g1_i4",45
"285","D3.316.uninfected","D3","316","uninfected","GO:0042542","response to hydrogen peroxide","38/443","370/26205",6.09410489690127e-19,1.4321146507718e-16,1.25731006293963e-16,"TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF221181_c0_g1_i4/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF307359_c0_g1_i1/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF384175_c1_g1_i12/TF393083_c0_g2_i1/TF413147_c0_g1_i2/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF90704_c1_g2_i1/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF314234_c1_g1_i1/TF325029_c1_g1_i9/TF360050_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF75984_c0_g1_i5/TF92658_c0_g1_i4",38
"286","D3.316.uninfected","D3","316","uninfected","GO:0006364","rRNA processing","27/443","295/26205",1.33507371915988e-12,2.35306743001928e-10,2.06585091280528e-10,"TF114943_c0_g1_i3/TF154508_c0_g1_i2/TF19396_c0_g1_i1/TF197246_c0_g1_i1/TF219399_c0_g1_i4/TF22051_c0_g1_i2/TF233032_c0_g2_i1/TF286393_c1_g1_i1/TF28732_c0_g1_i1/TF30903_c0_g1_i1/TF335263_c6_g1_i1/TF354253_c1_g1_i2/TF36559_c1_g1_i2/TF408682_c0_g3_i1/TF415078_c0_g1_i1/TF47935_c0_g2_i2/TF64389_c1_g2_i5/TF80064_c0_g1_i14/TF131646_c0_g1_i3/TF21348_c0_g2_i1/TF219399_c0_g1_i2/TF222451_c1_g1_i3/TF268661_c0_g1_i6/TF321563_c0_g2_i5/TF340394_c0_g1_i4/TF376635_c1_g4_i2/TF64389_c1_g2_i3",27
"287","D3.316.uninfected","D3","316","uninfected","GO:0015979","photosynthesis","20/443","193/26205",1.23623947692563e-10,1.74309766246514e-08,1.53033434196267e-08,"TF103685_c1_g2_i3/TF154508_c0_g1_i2/TF19396_c0_g1_i1/TF219399_c0_g1_i4/TF22051_c0_g1_i2/TF233032_c0_g2_i1/TF278199_c0_g1_i1/TF286393_c1_g1_i1/TF28732_c0_g1_i1/TF321563_c0_g2_i1/TF52902_c1_g2_i3/TF59739_c1_g1_i1/TF64389_c1_g2_i5/TF80064_c0_g1_i14/TF103685_c1_g2_i2/TF286992_c0_g1_i4/TF321563_c0_g2_i5/TF321563_c0_g2_i2/TF376635_c1_g4_i2/TF64389_c1_g2_i3",20
"288","D3.316.uninfected","D3","316","uninfected","GO:0009657","plastid organization","13/443","95/26205",7.67618404407681e-09,9.01951625179025e-07,7.91858985599503e-07,"TF19396_c0_g1_i1/TF197246_c0_g1_i1/TF219399_c0_g1_i4/TF22051_c0_g1_i2/TF233032_c0_g2_i1/TF28732_c0_g1_i1/TF354253_c1_g1_i2/TF36559_c1_g1_i2/TF47935_c0_g2_i2/TF131646_c0_g1_i3/TF21348_c0_g2_i1/TF219399_c0_g1_i2/TF340394_c0_g1_i4",13
"289","D3.316.uninfected","D3","316","uninfected","GO:0010207","photosystem II assembly","18/443","205/26205",1.4768970411971e-08,1.48744630577708e-06,1.30588791011112e-06,"TF19396_c0_g1_i1/TF197246_c0_g1_i1/TF219399_c0_g1_i4/TF22051_c0_g1_i2/TF233032_c0_g2_i1/TF286393_c1_g1_i1/TF28732_c0_g1_i1/TF326289_c1_g2_i1/TF335263_c6_g1_i1/TF354253_c1_g1_i2/TF36559_c1_g1_i2/TF47935_c0_g2_i2/TF80064_c0_g1_i14/TF131646_c0_g1_i3/TF21348_c0_g2_i1/TF219399_c0_g1_i2/TF286992_c0_g1_i4/TF340394_c0_g1_i4",18
"290","D3.316.uninfected","D3","316","uninfected","GO:0010286","heat acclimation","14/443","127/26205",3.46148387269552e-08,2.7733905823703e-06,2.43486922349196e-06,"TF167263_c0_g2_i9/TF185110_c0_g2_i1/TF221181_c0_g1_i4/TF298391_c1_g1_i3/TF325029_c1_g1_i4/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF298391_c1_g1_i7/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF396684_c0_g1_i5",14
"291","D3.316.uninfected","D3","316","uninfected","GO:0019684","photosynthesis, light reaction","16/443","170/26205",3.54049861579187e-08,2.7733905823703e-06,2.43486922349196e-06,"TF19396_c0_g1_i1/TF197246_c0_g1_i1/TF219399_c0_g1_i4/TF22051_c0_g1_i2/TF233032_c0_g2_i1/TF286393_c1_g1_i1/TF30903_c0_g1_i1/TF354253_c1_g1_i2/TF36559_c1_g1_i2/TF413036_c0_g1_i2/TF47935_c0_g2_i2/TF80064_c0_g1_i14/TF219399_c0_g1_i2/TF243683_c1_g1_i4/TF268661_c0_g1_i6/TF376635_c1_g4_i2",16
"292","D3.316.uninfected","D3","316","uninfected","GO:0034976","response to endoplasmic reticulum stress","22/443","345/26205",1.25688871639618e-07,8.8610654505931e-06,7.77947963411533e-06,"TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF148784_c1_g1_i1/TF150529_c0_g1_i1/TF188744_c0_g2_i3/TF221181_c0_g1_i4/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF336387_c0_g2_i1/TF384175_c1_g1_i12/TF413147_c0_g1_i2/TF66461_c4_g3_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF226965_c0_g1_i2/TF31272_c0_g1_i10/TF314234_c1_g1_i1/TF75984_c0_g1_i5/TF98508_c0_g2_i4",22
"293","D3.316.uninfected","D3","316","uninfected","GO:0009637","response to blue light","13/443","135/26205",5.22309063508733e-07,3.34752627066961e-05,2.93892563964722e-05,"TF154508_c0_g1_i2/TF172414_c1_g1_i1/TF182991_c0_g1_i1/TF321563_c0_g2_i1/TF335263_c6_g1_i1/TF36559_c1_g1_i2/TF395660_c1_g2_i1/TF59739_c1_g1_i1/TF64389_c1_g2_i5/TF243660_c1_g1_i2/TF321563_c0_g2_i5/TF376635_c1_g4_i2/TF64389_c1_g2_i3",13
"294","D3.316.uninfected","D3","316","uninfected","GO:0010218","response to far red light","13/443","140/26205",7.93718306953463e-07,4.66309505335159e-05,4.09391547797049e-05,"TF154508_c0_g1_i2/TF182991_c0_g1_i1/TF269476_c0_g3_i4/TF321563_c0_g2_i1/TF335263_c6_g1_i1/TF36559_c1_g1_i2/TF59739_c1_g1_i1/TF59769_c2_g1_i2/TF64389_c1_g2_i5/TF243660_c1_g1_i2/TF321563_c0_g2_i5/TF376635_c1_g4_i2/TF64389_c1_g2_i3",13
"295","D3.316.uninfected","D3","316","uninfected","GO:0009735","response to cytokinin","19/443","299/26205",9.58352873229851e-07,5.19722135097727e-05,4.56284606849516e-05,"TF168829_c1_g1_i1/TF22051_c0_g1_i2/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF28732_c0_g1_i1/TF292392_c2_g1_i3/TF335263_c6_g1_i1/TF349559_c0_g1_i2/TF382294_c3_g2_i1/TF384175_c1_g1_i12/TF59739_c1_g1_i1/TF66770_c0_g2_i2/TF80064_c0_g1_i14/TF119450_c0_g4_i2/TF143809_c0_g2_i1/TF243683_c1_g1_i4/TF293522_c0_g1_i4/TF334488_c0_g1_i5/TF36765_c0_g1_i14",19
"296","D3.316.uninfected","D3","316","uninfected","GO:0015995","chlorophyll biosynthetic process","14/443","175/26205",1.82085293590227e-06,9.16929514150788e-05,8.050086663989e-05,"TF100277_c0_g1_i7/TF286393_c1_g1_i1/TF30903_c0_g1_i1/TF342648_c0_g1_i8/TF38641_c3_g1_i1/TF64389_c1_g2_i5/TF80064_c0_g1_i14/TF131646_c0_g1_i3/TF268661_c0_g1_i6/TF293843_c0_g3_i2/TF342648_c0_g1_i5/TF38641_c3_g1_i3/TF64389_c1_g2_i3/TF93121_c0_g4_i1",14
"297","D3.316.uninfected","D3","316","uninfected","GO:0010114","response to red light","11/443","118/26205",5.37997019892111e-06,0.000252858599349292,0.000221994559787061,"TF154508_c0_g1_i2/TF182991_c0_g1_i1/TF335263_c6_g1_i1/TF36559_c1_g1_i2/TF59739_c1_g1_i1/TF59769_c2_g1_i2/TF64389_c1_g2_i5/TF243660_c1_g1_i2/TF321563_c0_g2_i5/TF376635_c1_g4_i2/TF64389_c1_g2_i3",11
"298","D3.316.uninfected","D3","316","uninfected","GO:0009773","photosynthetic electron transport in photosystem I","8/443","65/26205",1.36038153633173e-05,0.000599418114446166,0.000526252857475694,"TF197246_c0_g1_i1/TF219399_c0_g1_i4/TF22051_c0_g1_i2/TF233032_c0_g2_i1/TF278199_c0_g1_i1/TF80064_c0_g1_i14/TF131927_c1_g2_i4/TF286992_c0_g1_i4",8
"299","D3.316.uninfected","D3","316","uninfected","GO:0010155","regulation of proton transport","9/443","106/26205",8.03106844010908e-05,0.00332251633964662,0.00291696843256769,"TF154508_c0_g1_i2/TF172414_c1_g1_i1/TF182991_c0_g1_i1/TF335263_c6_g1_i1/TF36559_c1_g1_i2/TF395660_c1_g2_i1/TF59739_c1_g1_i1/TF243660_c1_g1_i2/TF321563_c0_g2_i5",9
"300","D3.316.uninfected","D3","316","uninfected","GO:0006098","pentose-phosphate shunt","14/443","246/26205",8.48302044165093e-05,0.00332251633964662,0.00291696843256769,"TF19396_c0_g1_i1/TF197246_c0_g1_i1/TF219399_c0_g1_i4/TF354253_c1_g1_i2/TF406773_c1_g2_i6/TF47935_c0_g2_i2/TF64389_c1_g2_i5/TF80064_c0_g1_i14/TF131646_c0_g1_i3/TF21348_c0_g2_i1/TF268661_c0_g1_i6/TF286992_c0_g1_i4/TF376635_c1_g4_i2/TF64389_c1_g2_i3",14
"301","D3.316.uninfected","D3","316","uninfected","GO:0051087","chaperone binding","3/443","6/26205",9.24042889986636e-05,0.00342868546021357,0.00301017850034428,"TF181145_c1_g1_i3/TF310865_c0_g1_i2/TF155888_c0_g1_i4",3
"302","D3.316.uninfected","D3","316","uninfected","GO:0019344","cysteine biosynthetic process","13/443","243/26205",0.000275924437356379,0.00972633641681237,0.00853913521923953,"TF154508_c0_g1_i2/TF19396_c0_g1_i1/TF214261_c0_g1_i1/TF22051_c0_g1_i2/TF274772_c4_g2_i1/TF278199_c0_g1_i1/TF28732_c0_g1_i1/TF326289_c1_g2_i1/TF47935_c0_g2_i2/TF59739_c1_g1_i1/TF131646_c0_g1_i3/TF268661_c0_g1_i6/TF66501_c0_g2_i8",13
"303","D3.316.uninfected","D3","316","uninfected","GO:0032266","phosphatidylinositol-3-phosphate binding","3/443","9/26205",0.000373665385858024,0.012544480810948,0.0110132955831839,"TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF384175_c1_g1_i12",3
"304","D3.316.uninfected","D3","316","uninfected","GO:0006779","porphyrin-containing compound biosynthetic process","3/443","11/26205",0.000715711828885664,0.0207592724403826,0.0182253858827099,"TF38641_c3_g1_i1/TF268661_c0_g1_i6/TF38641_c3_g1_i3",3
"305","D3.316.uninfected","D3","316","uninfected","GO:0009882","blue light photoreceptor activity","3/443","11/26205",0.000715711828885664,0.0207592724403826,0.0182253858827099,"TF182991_c0_g1_i1/TF335263_c6_g1_i1/TF395660_c1_g2_i1",3
"306","D3.316.uninfected","D3","316","uninfected","GO:0010181","FMN binding","3/443","11/26205",0.000715711828885664,0.0207592724403826,0.0182253858827099,"TF182991_c0_g1_i1/TF335263_c6_g1_i1/TF214496_c0_g2_i5",3
"307","D3.316.uninfected","D3","316","uninfected","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","7/443","88/26205",0.000736144412779526,0.0207592724403826,0.0182253858827099,"TF12322_c1_g1_i3/TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF370116_c0_g1_i3/TF384175_c0_g1_i1/TF384175_c1_g1_i12/TF401816_c0_g1_i11",7
"308","D3.316.uninfected","D3","316","uninfected","GO:0006979","response to oxidative stress","12/443","238/26205",0.00079132708053193,0.0212973817363899,0.0186978133049604,"TF11902_c0_g1_i1/TF235834_c0_g1_i3/TF349559_c0_g1_i2/TF36765_c0_g1_i7/TF371296_c0_g2_i1/TF40471_c0_g1_i3/TF87387_c0_g1_i4/TF123838_c2_g1_i1/TF226965_c0_g1_i2/TF39746_c0_g1_i1/TF87387_c0_g1_i1/TF94409_c0_g2_i9",12
